text,devanagari,label,type
प्रदesha,प्रदेश,neutral,word
प्रदēsh,प्रदेश,neutral,word
प्रदesh,प्रदेश,neutral,word
प्रदĒSH,प्रदेश,neutral,word
भaग,भाग,neutral,word
भAग,भाग,neutral,word
भaaग,भाग,neutral,word
भAHग,भाग,neutral,word
विभaaग,विभाग,neutral,word
विभahग,विभाग,neutral,word
क्ssaeत्रफळ,क्षेत्रफळ,neutral,word
क्seyत्रफळ,क्षेत्रफळ,neutral,word
क्sayत्रफळ,क्षेत्रफळ,neutral,word
क्seत्रफळ,क्षेत्रफळ,neutral,word
क्sheत्रफळ,क्षेत्रफळ,neutral,word
परिसर,परिसर,neutral,word
कāरण,कारण,neutral,word
कaaरण,कारण,neutral,word
कAरण,कारण,neutral,word
कahरण,कारण,neutral,word
कaरण,कारण,neutral,word
हayतoo,हेतू,neutral,word
हeyतou,हेतू,neutral,word
हēतu,हेतू,neutral,word
हeतoo,हेतू,neutral,word
हēतoo,हेतू,neutral,word
निमित्त,निमित्त,neutral,word
मūळ,मूळ,neutral,word
मooळ,मूळ,neutral,word
मouळ,मूळ,neutral,word
मOOळ,मूळ,neutral,word
मOUळ,मूळ,neutral,word
आदि,आदि,neutral,word
प्रahरmभ,प्रारंभ,neutral,word
प्रaaरnभ,प्रारंभ,neutral,word
प्रAHरMभ,प्रारंभ,neutral,word
प्रaरnभ,प्रारंभ,neutral,word
सुरवahत,सुरवात,neutral,word
सुरवāत,सुरवात,neutral,word
सुरवaaत,सुरवात,neutral,word
shayवट,शेवट,neutral,word
sheवट,शेवट,neutral,word
SEYवट,शेवट,neutral,word
sēवट,शेवट,neutral,word
अṃत,अंत,neutral,word
अnत,अंत,neutral,word
समahप्त,समाप्त,neutral,word
समaप्त,समाप्त,neutral,word
समāप्त,समाप्त,neutral,word
समaaप्त,समाप्त,neutral,word
मahर्ग,मार्ग,neutral,word
मaaर्ग,मार्ग,neutral,word
मĀर्ग,मार्ग,neutral,word
मAर्ग,मार्ग,neutral,word
रस्तoh,रस्तो,neutral,word
रस्तō,रस्तो,neutral,word
रस्तo,रस्तो,neutral,word
पथ,पथ,neutral,word
दaaर,दार,neutral,word
दaर,दार,neutral,word
द्वaaर,द्वार,neutral,word
द्वaर,द्वार,neutral,word
द्वāर,द्वार,neutral,word
द्वahर,द्वार,neutral,word
प्रवaysha,प्रवेश,neutral,word
प्रवayś,प्रवेश,neutral,word
प्रवeysh,प्रवेश,neutral,word
प्रवeys,प्रवेश,neutral,word
प्रवesh,प्रवेश,neutral,word
निर्गम,निर्गम,neutral,word
आगमन,आगमन,neutral,word
प्रस्थAHन,प्रस्थान,neutral,word
प्रस्थaaन,प्रस्थान,neutral,word
प्रस्थahन,प्रस्थान,neutral,word
प्रस्थaन,प्रस्थान,neutral,word
यayणe,येणे,neutral,word
यayणē,येणे,neutral,word
यĒणĒ,येणे,neutral,word
यēणē,येणे,neutral,word
यeणe,येणे,neutral,word
जaaणe,जाणे,neutral,word
जAHणAY,जाणे,neutral,word
जaणē,जाणे,neutral,word
जaणay,जाणे,neutral,word
बसप,बसप,neutral,word
उठप,उठप,neutral,word
बदलप,बदलप,neutral,word
रūपamतर,रूपांतर,neutral,word
रooपaanतर,रूपांतर,neutral,word
रouपahmतर,रूपांतर,neutral,word
रouपamतर,रूपांतर,neutral,word
रooपaaṃतर,रूपांतर,neutral,word
फayरबदल,फेरबदल,neutral,word
फeyरबदल,फेरबदल,neutral,word
फeरबदल,फेरबदल,neutral,word
सुधaरणa,सुधारणा,neutral,word
सुधaaरणā,सुधारणा,neutral,word
सुधahरणa,सुधारणा,neutral,word
सुधaaरणaa,सुधारणा,neutral,word
दुरुस्तee,दुरुस्ती,neutral,word
दुरुस्तi,दुरुस्ती,neutral,word
मरम्मत,मरम्मत,neutral,word
तपaसणie,तपासणी,neutral,word
तपahसणie,तपासणी,neutral,word
तपaaसणee,तपासणी,neutral,word
तपaसणi,तपासणी,neutral,word
तपāसणie,तपासणी,neutral,word
परiक्sण,परीक्षण,neutral,word
परiक्shण,परीक्षण,neutral,word
परeeक्shण,परीक्षण,neutral,word
परīक्sshaण,परीक्षण,neutral,word
परeeक्sण,परीक्षण,neutral,word
निरiक्shण,निरीक्षण,neutral,word
निरīक्sण,निरीक्षण,neutral,word
निरeeक्shण,निरीक्षण,neutral,word
निरiक्sण,निरीक्षण,neutral,word
निरiक्ssaण,निरीक्षण,neutral,word
अवलowकन,अवलोकन,neutral,word
अवलōकन,अवलोकन,neutral,word
अवलOHकन,अवलोकन,neutral,word
अवलoकन,अवलोकन,neutral,word
विचāर,विचार,neutral,word
विचaaर,विचार,neutral,word
चिṃतन,चिंतन,neutral,word
चिnतन,चिंतन,neutral,word
चिmतन,चिंतन,neutral,word
मनन,मनन,neutral,word
विवēचन,विवेचन,neutral,word
विवeचन,विवेचन,neutral,word
विवeyचन,विवेचन,neutral,word
विवayचन,विवेचन,neutral,word
विS्लESण,विश्लेषण,neutral,word
विŚ्लEYSण,विश्लेषण,neutral,word
विsa्लēsण,विश्लेषण,neutral,word
विś्लeshण,विश्लेषण,neutral,word
विsh्लeshण,विश्लेषण,neutral,word
पडतaaळणie,पडताळणी,neutral,word
पडतaaळणee,पडताळणी,neutral,word
पडतaळणi,पडताळणी,neutral,word
पडतAळणIE,पडताळणी,neutral,word
सmबnध,संबंध,neutral,word
सnबnध,संबंध,neutral,word
सnबṃध,संबंध,neutral,word
सṃबnध,संबंध,neutral,word
नaaतen,नातें,neutral,word
नaतēn,नातें,neutral,word
नahतem,नातें,neutral,word
नAAतĒM,नातें,neutral,word
नaतeyṃ,नातें,neutral,word
सnपर्क,संपर्क,neutral,word
सṃपर्क,संपर्क,neutral,word
जoड,जोड,neutral,word
जōड,जोड,neutral,word
जowड,जोड,neutral,word
जohड,जोड,neutral,word
बnध,बंध,neutral,word
बṃध,बंध,neutral,word
बmध,बंध,neutral,word
आnतरसmबnध,आंतरसंबंध,neutral,word
आnतरसnबnध,आंतरसंबंध,neutral,word
आnतरसṃबnध,आंतरसंबंध,neutral,word
अnतर्गत,अंतर्गत,neutral,word
अṂतर्गत,अंतर्गत,neutral,word
अṃतर्गत,अंतर्गत,neutral,word
बāह्य,बाह्य,neutral,word
बaaह्य,बाह्य,neutral,word
बahह्य,बाह्य,neutral,word
आत,आत,neutral,word
बaaहeर,बाहेर,neutral,word
बahहeर,बाहेर,neutral,word
बahहayर,बाहेर,neutral,word
बaहayर,बाहेर,neutral,word
हeyn फohन,हें फोन,other,word
हēm फoन,हें फोन,other,word
हen फoन,हें फोन,other,word
हee फिल्म,ही फिल्म,other,word
हen जeवण,हें जेवण,other,word
हaym जeyवण,हें जेवण,other,word
हeṃ जeवण,हें जेवण,other,word
हēn पुस्तक,हें पुस्तक,other,word
हen पुस्तक,हें पुस्तक,other,word
हAYN पुस्तक,हें पुस्तक,other,word
हee सeवaa,ही सेवा,other,word
हī सeyवā,ही सेवा,other,word
हee सayवah,ही सेवा,other,word
हo हoटayल,हो होटेल,other,word
